epoch,train_loss,val_loss,val_r2,val_mae,val_rmse,learning_rate
133,0.020526,0.025967,0.861728,0.087926,0.131487,0.00029932
134,0.020304,0.026314,0.858258,0.088821,0.133127,0.00029208
135,0.020286,0.028235,0.857297,0.090505,0.133578,0.00028486
136,0.020340,0.026434,0.860831,0.087485,0.131914,0.00027767
137,0.020318,0.027487,0.846180,0.094043,0.138683,0.00027052
138,0.020346,0.025681,0.859983,0.089162,0.132315,0.00026340
139,0.020360,0.026185,0.862891,0.087220,0.130934,0.00025631
140,0.020352,0.028483,0.853060,0.092715,0.135547,0.00024927
141,0.020310,0.025957,0.862811,0.087030,0.130972,0.00024227
142,0.020199,0.025903,0.861094,0.089130,0.131789,0.00023532
143,0.020143,0.025991,0.859631,0.088149,0.132481,0.00022842
144,0.020142,0.026056,0.863936,0.089161,0.130434,0.00022158
145,0.020229,0.025812,0.860644,0.088736,0.132002,0.00021479
146,0.020231,0.025826,0.859792,0.089140,0.132405,0.00020811
147,0.020180,0.025779,0.860822,0.089310,0.131918,0.00020144
148,0.020238,0.026664,0.860191,0.087304,0.132216,0.00019484
149,0.020081,0.025892,0.859895,0.088619,0.132356,0.00018830
150,0.020161,0.026342,0.858975,0.088029,0.132790,0.00018184
151,0.020172,0.026217,0.855996,0.090489,0.134186,0.00017545
152,0.020158,0.026559,0.855995,0.089221,0.134186,0.00016913
153,0.020090,0.025821,0.860456,0.088117,0.132091,0.00016290
154,0.020071,0.025619,0.863542,0.086743,0.130622,0.00015674
155,0.020037,0.025799,0.862636,0.089002,0.131055,0.00015068
156,0.020067,0.026269,0.859586,0.087682,0.132502,0.00014469
157,0.020069,0.025686,0.865501,0.087049,0.129681,0.00013880
158,0.020014,0.025533,0.862745,0.088000,0.131003,0.00013300
159,0.020010,0.026037,0.860369,0.087819,0.132132,0.00012730
160,0.020014,0.025629,0.861926,0.088374,0.131394,0.00012169
161,0.019920,0.025477,0.864402,0.087252,0.130210,0.00011619
162,0.020030,0.025696,0.865503,0.086459,0.129680,0.00011079
163,0.019939,0.026660,0.851941,0.092040,0.136062,0.00010549
164,0.019972,0.025725,0.862648,0.087065,0.131049,0.00010034
165,0.019986,0.026240,0.858358,0.088118,0.133080,0.00009526
166,0.019935,0.025688,0.862328,0.087416,0.131202,0.00009029
167,0.019896,0.025461,0.863231,0.087645,0.130771,0.00008543
168,0.019979,0.025521,0.864319,0.087032,0.130250,0.00008069
169,0.019915,0.025503,0.865426,0.086534,0.129717,0.00007607
170,0.019911,0.025873,0.861937,0.087111,0.131388,0.00007157
171,0.019829,0.025385,0.862675,0.088139,0.131037,0.00006719
172,0.019854,0.025596,0.863540,0.086677,0.130623,0.00006293
173,0.019762,0.025592,0.862799,0.086973,0.130977,0.00005880
174,0.019887,0.025894,0.863988,0.086633,0.130409,0.00005480
175,0.019786,0.025683,0.862653,0.086934,0.131047,0.00005093
176,0.019811,0.025645,0.863159,0.086720,0.130805,0.00004718
177,0.019802,0.025480,0.864205,0.086993,0.130305,0.00004357
178,0.019833,0.025450,0.864361,0.086486,0.130230,0.00004010
179,0.019795,0.025310,0.866008,0.086260,0.129437,0.00003676
180,0.019762,0.025459,0.864574,0.086620,0.130127,0.00003356
181,0.019822,0.025484,0.862304,0.087971,0.131214,0.00003050
182,0.019778,0.025499,0.863496,0.086856,0.130644,0.00002758
183,0.019710,0.025427,0.864610,0.086288,0.130110,0.00002479
184,0.019697,0.025624,0.863098,0.086896,0.130835,0.00002216
185,0.019745,0.025681,0.861457,0.087416,0.131617,0.00001966
186,0.019741,0.025402,0.864491,0.086496,0.130167,0.00001731
187,0.019674,0.025501,0.864238,0.086410,0.130289,0.00001511
188,0.019744,0.025418,0.863515,0.086840,0.130635,0.00001305
189,0.019699,0.025367,0.864120,0.086742,0.130346,0.00001114
190,0.019721,0.025369,0.864405,0.086646,0.130209,0.00000938
191,0.019623,0.025414,0.864250,0.086719,0.130283,0.00000777
192,0.019665,0.025396,0.864242,0.086663,0.130287,0.00000631
193,0.019701,0.025526,0.862746,0.087064,0.131003,0.00000500
194,0.019661,0.025415,0.864816,0.086374,0.130011,0.00000384
195,0.019713,0.025439,0.863984,0.086606,0.130410,0.00000284
196,0.019669,0.025397,0.864110,0.086758,0.130350,0.00000198
197,0.019694,0.025374,0.864276,0.086765,0.130271,0.00000128
198,0.019620,0.025386,0.864035,0.086808,0.130386,0.00000073
199,0.019608,0.025348,0.864204,0.086947,0.130305,0.00000034
200,0.019647,0.025386,0.863909,0.086825,0.130446,0.00000009
