feature,importance,importance_std
distance,0.00013446808,0.0
bond_hydrophobic,9.357929e-06,0.0
bond_covalent,8.46386e-06,0.0
in_radius,8.046627e-06,0.0
bond_ring,5.722046e-06,0.0
bond_aromatic,9.536743e-07,0.0
bond_ionic,9.536743e-07,0.0
bond_hbond,-5.9604645e-08,0.0
bond_length,-4.7683716e-07,0.0
bond_peptide,-1.013279e-06,0.0
normalized_dist,-2.7418137e-06,0.0
relative_dist,-9.36389e-05,0.0
