feature,importance,importance_std
bond_covalent,0.0,0.0
bond_peptide,0.0,0.0
bond_hydrophobic,0.0,0.0
bond_aromatic,0.0,0.0
bond_hbond,0.0,0.0
bond_ionic,0.0,0.0
bond_ring,0.0,0.0
distance,0.0,0.0
bond_length,0.0,0.0
normalized_dist,0.0,0.0
relative_dist,0.0,0.0
in_radius,0.0,0.0
