epoch,train_loss,val_loss,val_r2,val_mae,val_rmse,learning_rate
181,0.015687,0.017609,0.865390,0.087043,0.129735,0.00003452
182,0.015690,0.017588,0.865652,0.087035,0.129608,0.00003120
183,0.015638,0.017696,0.864273,0.087368,0.130272,0.00002805
184,0.015640,0.017695,0.864717,0.087327,0.130059,0.00002506
185,0.015593,0.017715,0.864137,0.087337,0.130337,0.00002224
186,0.015671,0.017660,0.864777,0.086866,0.130030,0.00001958
187,0.015682,0.017737,0.863646,0.087084,0.130573,0.00001708
188,0.015594,0.017629,0.864797,0.086862,0.130020,0.00001475
189,0.015580,0.017578,0.865402,0.087170,0.129729,0.00001260
190,0.015606,0.017565,0.866036,0.087281,0.129423,0.00001060
191,0.015596,0.017648,0.865334,0.087288,0.129762,0.00000878
192,0.015576,0.017643,0.864712,0.086891,0.130061,0.00000713
193,0.015586,0.017613,0.865274,0.087187,0.129791,0.00000565
194,0.015638,0.017606,0.865519,0.087091,0.129673,0.00000434
195,0.015572,0.017575,0.865593,0.087048,0.129637,0.00000320
196,0.015633,0.017707,0.865168,0.087618,0.129842,0.00000224
197,0.015563,0.017633,0.864829,0.087052,0.130005,0.00000144
198,0.015588,0.017552,0.865719,0.086998,0.129576,0.00000082
199,0.015528,0.017619,0.864881,0.087012,0.129980,0.00000038
200,0.015608,0.017593,0.865498,0.087046,0.129683,0.00000010
